0	16	1	15	1
1	32	2	33	-1
2	73	3	74	-1
3	43	4	42	1
4	24	5	23	1
22	6	23	5	1
6	65	7	66	-1
7	53	8	52	1
8	27	9	28	-1
28	9	29	10	-1
10	70	11	69	1
11	48	12	49	-1
12	0	13	79	1
13	35	14	34	1
35	15	36	14	1
47	16	48	17	-1
17	30	18	31	-1
18	71	19	72	-1
19	58	20	59	-1
20	62	21	61	1
24	21	25	22	-1
25	64	26	65	-1
26	54	27	53	1
29	71	30	70	1
31	46	32	47	-1
33	37	34	36	1
37	78	38	79	-1
77	38	78	39	-1
74	40	75	39	1
67	41	68	40	1
41	67	42	66	1
60	44	61	43	1
44	60	45	59	1
72	45	73	46	-1
49	77	50	76	1
75	51	76	50	1
68	52	69	51	1
54	57	55	58	-1
62	55	63	56	-1
56	63	57	64	-1
