0	82	1	81	1
1	48	2	49	-1
2	36	3	35	1
3	32	4	33	-1
17	5	18	4	1
5	44	6	45	-1
91	7	92	6	1
86	7	87	8	-1
37	8	38	9	-1
9	38	10	39	-1
87	11	88	10	1
90	11	91	12	-1
41	12	42	13	-1
13	42	14	43	-1
43	14	44	15	-1
30	16	31	15	1
16	30	17	29	1
18	93	19	0	-1
82	19	83	20	-1
20	47	21	48	-1
84	22	85	21	1
22	86	23	85	1
23	37	24	36	1
24	39	25	40	-1
88	26	89	25	1
26	90	27	89	1
27	41	28	40	1
28	31	29	32	-1
80	33	81	34	-1
49	35	50	34	1
45	92	46	93	-1
46	84	47	83	1
59	50	60	51	-1
51	67	52	66	1
52	76	53	75	1
70	54	71	53	1
54	72	55	71	1
72	56	73	55	1
61	57	62	56	1
57	65	58	64	1
65	59	66	58	1
60	80	61	79	1
73	62	74	63	-1
63	74	64	75	-1
76	67	77	68	-1
68	77	69	78	-1
78	69	79	70	-1
