0	18	1	17	1
1	69	2	68	1
2	37	3	38	-1
3	27	4	26	1
25	5	26	4	1
5	23	6	22	1
23	7	24	6	1
7	25	8	24	1
8	27	9	28	-1
28	9	29	10	-1
10	52	11	51	1
11	56	12	57	-1
69	13	70	12	1
13	18	14	19	-1
14	73	15	74	-1
74	15	75	16	-1
16	72	17	71	1
70	19	71	20	-1
20	58	21	57	1
21	50	22	51	-1
29	37	30	36	1
35	31	36	30	1
31	53	32	52	1
53	33	54	32	1
33	55	34	54	1
55	35	56	34	1
38	67	39	68	-1
66	39	67	40	-1
49	40	50	41	-1
41	58	42	59	-1
59	42	60	43	-1
43	60	44	61	-1
65	44	66	45	-1
45	64	46	65	-1
63	46	64	47	-1
47	62	48	63	-1
61	48	62	49	-1
72	75	73	0	-1
