0	70	1	69	1
1	40	2	41	-1
2	56	3	55	1
3	58	4	59	-1
35	4	36	5	-1
5	19	6	18	1
6	46	7	45	1
64	8	65	7	1
8	64	9	63	1
9	26	10	27	-1
10	49	11	50	-1
70	12	71	11	1
12	0	13	71	1
13	51	14	50	1
14	28	15	27	1
62	16	63	15	1
16	66	17	65	1
17	44	18	45	-1
24	20	25	19	1
47	20	48	21	-1
21	48	22	49	-1
39	23	40	22	1
23	39	24	38	1
46	25	47	26	-1
31	29	32	28	1
29	52	30	53	-1
51	30	52	31	-1
61	33	62	32	1
66	33	67	34	-1
43	35	44	34	1
57	36	58	37	-1
37	56	38	57	-1
41	55	42	54	1
59	43	60	42	1
68	53	69	54	-1
60	67	61	68	-1
