0	28	1	27	1
1	56	2	57	-1
2	37	3	38	-1
3	71	4	70	1
4	77	5	78	-1
5	12	6	13	-1
6	44	7	43	1
7	54	8	55	-1
73	8	74	9	-1
9	74	10	75	-1
10	50	11	49	1
11	46	12	47	-1
13	83	14	82	1
81	15	82	14	1
15	68	16	69	-1
67	16	68	17	-1
17	81	18	80	1
18	65	19	66	-1
64	19	65	20	-1
20	63	21	64	-1
84	22	85	21	1
22	86	23	85	1
23	39	24	38	1
39	25	40	24	1
25	41	26	40	1
57	26	58	27	-1
28	55	29	56	-1
72	29	73	30	-1
30	35	31	36	-1
76	32	77	31	1
47	32	48	33	-1
33	48	34	49	-1
75	34	76	35	-1
71	37	72	36	1
86	42	87	41	1
61	42	62	43	-1
44	52	45	51	1
52	46	53	45	1
50	54	51	53	1
58	87	59	88	-1
88	59	89	60	-1
60	89	61	0	-1
62	84	63	83	1
66	79	67	80	-1
78	69	79	70	-1
