0	40	1	39	1
1	31	2	30	1
2	18	3	17	1
3	60	4	61	-1
61	4	62	5	-1
5	70	6	71	-1
6	25	7	26	-1
14	8	15	7	1
8	28	9	27	1
28	10	29	9	1
13	10	14	11	-1
11	36	12	37	-1
37	12	38	13	-1
26	15	27	16	-1
71	16	72	17	-1
43	19	44	18	1
19	22	20	23	-1
33	21	34	20	1
21	33	22	32	1
56	24	57	23	1
49	24	50	25	-1
72	29	73	30	-1
42	32	43	31	1
55	35	56	34	1
50	35	51	36	-1
38	74	39	73	1
40	53	41	54	-1
54	41	55	42	-1
44	59	45	60	-1
62	45	63	46	-1
67	47	68	46	1
47	69	48	68	1
69	49	70	48	1
74	51	75	52	-1
52	75	53	0	-1
64	58	65	57	1
58	66	59	65	1
66	64	67	63	1
