0	34	1	33	1
1	56	2	57	-1
2	62	3	61	1
3	22	4	23	-1
67	5	68	4	1
5	67	6	66	1
65	7	66	6	1
7	65	8	64	1
63	9	64	8	1
9	49	10	48	1
10	74	11	73	1
11	78	12	79	-1
77	12	78	13	-1
74	14	75	13	1
14	51	15	52	-1
54	15	55	16	-1
35	17	36	16	1
17	35	18	34	1
55	19	56	18	1
19	51	20	50	1
49	21	50	20	1
62	21	63	22	-1
44	23	45	24	-1
24	43	25	44	-1
40	25	41	26	-1
26	41	27	42	-1
42	27	43	28	-1
69	29	70	28	1
29	46	30	47	-1
47	30	48	31	-1
72	31	73	32	-1
32	37	33	38	-1
36	0	37	79	1
57	39	58	38	1
60	39	61	40	-1
68	46	69	45	1
75	52	76	53	-1
53	76	54	77	-1
71	59	72	58	1
59	71	60	70	1
