0	30	1	29	1
1	61	2	60	1
2	65	3	66	-1
66	3	67	4	-1
4	67	5	68	-1
5	45	6	44	1
21	7	22	6	1
7	21	8	20	1
63	8	64	9	-1
9	62	10	63	-1
10	34	11	33	1
11	38	12	39	-1
31	13	32	12	1
13	18	14	19	-1
17	14	18	15	-1
15	25	16	24	1
23	17	24	16	1
19	41	20	40	1
22	41	23	42	-1
25	52	26	53	-1
26	70	27	69	1
70	28	71	27	1
28	0	29	71	1
30	52	31	51	1
39	32	40	33	-1
47	35	48	34	1
35	49	36	48	1
49	37	50	36	1
37	51	38	50	1
42	55	43	56	-1
56	43	57	44	-1
64	45	65	46	-1
61	47	62	46	1
58	53	59	54	-1
54	57	55	58	-1
68	59	69	60	-1
