0	36	1	35	1
1	66	2	67	-1
2	11	3	12	-1
3	30	4	31	-1
4	18	5	17	1
5	39	6	38	1
6	41	7	42	-1
24	7	25	8	-1
8	23	9	24	-1
9	49	10	48	1
10	63	11	64	-1
75	12	76	13	-1
13	78	14	79	-1
77	14	78	15	-1
15	76	16	77	-1
31	17	32	16	1
18	30	19	29	1
28	20	29	19	1
20	53	21	54	-1
21	57	22	56	1
22	26	23	25	1
26	50	27	49	1
27	62	28	63	-1
32	0	33	79	1
33	72	34	73	-1
71	34	72	35	-1
36	46	37	45	1
46	38	47	37	1
54	40	55	39	1
40	56	41	55	1
42	48	43	47	1
43	64	44	65	-1
65	44	66	45	-1
50	60	51	59	1
58	52	59	51	1
52	61	53	62	-1
60	57	61	58	-1
70	68	71	67	1
68	74	69	73	1
74	70	75	69	1
