0	58	1	57	1
1	64	2	65	-1
2	26	3	25	1
3	15	4	14	1
4	39	5	40	-1
40	5	41	6	-1
6	36	7	35	1
7	10	8	11	-1
43	9	44	8	1
9	43	10	42	1
34	12	35	11	1
21	13	22	12	1
13	23	14	22	1
46	15	47	16	-1
16	31	17	32	-1
24	17	25	18	-1
18	23	19	24	-1
32	19	33	20	-1
20	33	21	34	-1
26	64	27	63	1
27	58	28	59	-1
49	28	50	29	-1
29	79	30	78	1
30	67	31	68	-1
41	37	42	36	1
37	45	38	44	1
45	39	46	38	1
47	71	48	70	1
48	73	49	74	-1
79	50	80	51	-1
54	51	55	52	-1
52	65	53	66	-1
66	53	67	54	-1
80	56	81	55	1
56	0	57	81	1
62	60	63	59	1
60	72	61	71	1
72	62	73	61	1
75	68	76	69	-1
69	76	70	77	-1
77	74	78	75	-1
