0	42	1	41	1
1	12	2	13	-1
2	25	3	26	-1
3	32	4	33	-1
33	4	34	5	-1
5	34	6	35	-1
6	19	7	20	-1
30	7	31	8	-1
15	8	16	9	-1
9	16	10	17	-1
17	10	18	11	-1
11	25	12	24	1
22	14	23	13	1
39	15	40	14	1
31	19	32	18	1
20	36	21	35	1
26	21	27	22	-1
40	24	41	23	1
36	28	37	27	1
28	38	29	37	1
38	30	39	29	1
42	62	43	61	1
52	43	53	44	-1
44	63	45	64	-1
64	45	65	46	-1
57	47	58	46	1
47	68	48	69	-1
48	72	49	71	1
72	50	73	49	1
50	0	51	73	1
51	61	52	60	1
62	54	63	53	1
65	54	66	55	-1
55	66	56	67	-1
67	56	68	57	-1
69	59	70	58	1
59	71	60	70	1
