0	66	1	65	1
1	50	2	51	-1
2	54	3	53	1
3	45	4	44	1
4	81	5	82	-1
5	70	6	71	-1
71	6	72	7	-1
7	72	8	73	-1
8	80	9	79	1
9	58	10	59	-1
61	10	62	11	-1
34	12	35	11	1
77	13	78	12	1
74	13	75	14	-1
14	41	15	42	-1
40	15	41	16	-1
83	16	84	17	-1
17	52	18	53	-1
51	18	52	19	-1
86	20	87	19	1
20	34	21	33	1
21	30	22	31	-1
31	22	32	23	-1
23	32	24	33	-1
63	25	64	24	1
66	25	67	26	-1
49	27	50	26	1
27	49	28	48	1
67	29	68	28	1
62	29	63	30	-1
35	60	36	61	-1
59	36	60	37	-1
78	38	79	37	1
73	38	74	39	-1
42	40	43	39	1
82	43	83	44	-1
56	46	57	45	1
46	56	47	55	1
54	48	55	47	1
68	58	69	57	1
64	0	65	87	1
80	70	81	69	1
75	85	76	84	1
85	77	86	76	1
