0	62	1	61	1
1	22	2	23	-1
2	45	3	46	-1
3	16	4	17	-1
15	4	16	5	-1
5	14	6	15	-1
17	6	18	7	-1
7	54	8	55	-1
8	50	9	49	1
9	29	10	28	1
29	11	30	10	1
11	50	12	51	-1
12	54	13	53	1
13	18	14	19	-1
19	45	20	44	1
31	20	32	21	-1
21	32	22	33	-1
23	60	24	61	-1
24	73	25	0	-1
25	67	26	66	1
35	27	36	26	1
27	35	28	34	1
30	42	31	41	1
33	40	34	41	-1
36	65	37	66	-1
62	37	63	38	-1
38	63	39	64	-1
64	39	65	40	-1
51	43	52	42	1
43	53	44	52	1
46	69	47	70	-1
68	47	69	48	-1
55	49	56	48	1
67	57	68	56	1
57	71	58	70	1
71	59	72	58	1
59	73	60	72	1
