0	28	1	27	1
1	42	2	43	-1
2	65	3	66	-1
3	34	4	35	-1
35	4	36	5	-1
5	33	6	32	1
6	48	7	47	1
18	8	19	7	1
8	18	9	17	1
38	10	39	9	1
10	62	11	61	1
11	41	12	40	1
71	12	72	13	-1
13	70	14	71	-1
14	21	15	22	-1
22	15	23	16	-1
16	59	17	60	-1
19	59	20	58	1
20	23	21	24	-1
24	70	25	69	1
25	54	26	55	-1
26	29	27	30	-1
28	0	29	73	1
30	43	31	44	-1
31	66	32	67	-1
33	36	34	37	-1
37	49	38	48	1
60	39	61	40	-1
41	52	42	53	-1
55	44	56	45	-1
45	56	46	57	-1
46	67	47	68	-1
49	63	50	62	1
63	51	64	50	1
51	65	52	64	1
72	53	73	54	-1
68	58	69	57	1
