0	42	1	41	1
1	19	2	18	1
2	35	3	36	-1
3	66	4	67	-1
4	55	5	56	-1
56	5	57	6	-1
6	15	7	16	-1
7	69	8	68	1
8	38	9	37	1
38	10	39	9	1
69	11	70	10	1
28	12	29	11	1
12	26	13	25	1
26	14	27	13	1
14	28	15	27	1
67	16	68	17	-1
17	37	18	36	1
19	32	20	33	-1
33	20	34	21	-1
21	34	22	35	-1
53	23	54	22	1
64	24	65	23	1
57	24	58	25	-1
58	30	59	29	1
63	30	64	31	-1
52	31	53	32	-1
39	46	40	47	-1
47	40	48	41	-1
42	61	43	62	-1
60	43	61	44	-1
44	0	45	71	1
45	48	46	49	-1
49	70	50	71	-1
59	51	60	50	1
51	63	52	62	1
65	55	66	54	1
