0	12	1	11	1
1	20	2	21	-1
2	72	3	71	1
70	4	71	3	1
4	45	5	46	-1
5	51	6	50	1
49	7	50	6	1
7	23	8	22	1
8	48	9	47	1
14	9	15	10	-1
10	13	11	14	-1
12	0	13	79	1
24	16	25	15	1
16	26	17	25	1
78	18	79	17	1
18	36	19	35	1
34	20	35	19	1
21	46	22	47	-1
48	23	49	24	-1
75	27	76	26	1
38	27	39	28	-1
28	39	29	40	-1
52	30	53	29	1
43	30	44	31	-1
31	42	32	43	-1
41	32	42	33	-1
68	33	69	34	-1
61	37	62	36	1
58	37	59	38	-1
53	41	54	40	1
73	44	74	45	-1
51	74	52	75	-1
63	55	64	54	1
55	67	56	66	1
65	57	66	56	1
57	65	58	64	1
76	59	77	60	-1
60	77	61	78	-1
67	63	68	62	1
72	69	73	70	-1
