0	52	1	51	1
1	19	2	18	1
2	15	3	16	-1
3	66	4	67	-1
67	4	68	5	-1
5	30	6	31	-1
6	28	7	27	1
7	63	8	62	1
8	59	9	60	-1
58	9	59	10	-1
10	41	11	42	-1
11	22	12	23	-1
21	12	22	13	-1
13	37	14	36	1
69	15	70	14	1
31	17	32	16	1
17	33	18	32	1
70	19	71	20	-1
35	21	36	20	1
42	23	43	24	-1
24	43	25	44	-1
54	26	55	25	1
49	26	50	27	-1
39	29	40	28	1
29	39	30	38	1
50	34	51	33	1
53	34	54	35	-1
64	38	65	37	1
63	40	64	41	-1
57	45	58	44	1
45	57	46	56	1
55	47	56	46	1
60	47	61	48	-1
48	61	49	62	-1
52	0	53	71	1
65	68	66	69	-1
