0	14	1	13	1
1	40	2	41	-1
2	46	3	45	1
3	24	4	25	-1
23	4	24	5	-1
5	69	6	68	1
6	47	7	48	-1
7	39	8	38	1
17	9	18	8	1
9	17	10	16	1
15	11	16	10	1
11	32	12	33	-1
31	12	32	13	-1
14	0	15	71	1
18	54	19	53	1
19	34	20	35	-1
27	21	28	20	1
21	29	22	28	1
22	59	23	60	-1
25	59	26	58	1
29	27	30	26	1
30	55	31	56	-1
54	33	55	34	-1
60	36	61	35	1
36	51	37	52	-1
62	37	63	38	-1
39	70	40	71	-1
41	45	42	44	1
57	42	58	43	-1
43	56	44	57	-1
46	70	47	69	1
65	48	66	49	-1
49	64	50	65	-1
67	51	68	50	1
52	62	53	61	1
63	67	64	66	1
