0	24	1	23	1
1	18	2	19	-1
2	57	3	58	-1
3	71	4	70	1
69	5	70	4	1
5	69	6	68	1
6	54	7	53	1
7	32	8	33	-1
8	64	9	63	1
64	10	65	9	1
10	61	11	62	-1
60	11	61	12	-1
12	73	13	74	-1
74	13	75	14	-1
14	75	15	76	-1
15	31	16	30	1
16	45	17	46	-1
17	41	18	40	1
19	22	20	23	-1
25	20	26	21	-1
21	26	22	27	-1
24	0	25	79	1
27	38	28	39	-1
47	28	48	29	-1
29	76	30	77	-1
72	31	73	32	-1
50	34	51	33	1
34	52	35	51	1
52	36	53	35	1
67	37	68	36	1
37	59	38	58	1
39	78	40	79	-1
41	45	42	44	1
55	43	56	42	1
43	57	44	56	1
77	46	78	47	-1
48	59	49	60	-1
66	49	67	50	-1
71	55	72	54	1
62	66	63	65	1
