0	62	1	61	1
1	17	2	16	1
2	22	3	21	1
3	28	4	29	-1
31	4	32	5	-1
5	30	6	31	-1
29	6	30	7	-1
7	20	8	21	-1
15	9	16	8	1
9	58	10	59	-1
10	72	11	71	1
80	12	81	11	1
55	12	56	13	-1
13	74	14	75	-1
14	78	15	77	1
17	25	18	24	1
25	19	26	18	1
36	19	37	20	-1
22	34	23	33	1
34	24	35	23	1
26	36	27	35	1
27	32	28	33	-1
37	62	38	63	-1
38	0	39	85	1
39	49	40	48	1
47	41	48	40	1
41	47	42	46	1
83	43	84	42	1
52	43	53	44	-1
44	51	45	52	-1
45	85	46	84	1
49	82	50	83	-1
50	54	51	53	1
54	66	55	65	1
79	56	80	57	-1
72	58	73	57	1
59	68	60	69	-1
69	60	70	61	-1
76	64	77	63	1
64	76	65	75	1
81	66	82	67	-1
67	70	68	71	-1
73	78	74	79	-1
