0	12	1	11	1
1	74	2	75	-1
2	54	3	53	1
3	56	4	57	-1
71	4	72	5	-1
5	70	6	71	-1
6	58	7	57	1
7	52	8	53	-1
75	8	76	9	-1
9	76	10	77	-1
77	10	78	11	-1
67	13	68	12	1
13	67	14	66	1
14	0	15	79	1
78	16	79	15	1
65	17	66	16	1
17	27	18	26	1
49	18	50	19	-1
19	63	20	62	1
20	33	21	34	-1
34	21	35	22	-1
61	23	62	22	1
23	36	24	37	-1
24	47	25	48	-1
38	25	39	26	-1
64	27	65	28	-1
28	52	29	51	1
58	30	59	29	1
45	31	46	30	1
31	47	32	46	1
59	32	60	33	-1
35	60	36	61	-1
37	48	38	49	-1
68	39	69	40	-1
73	41	74	40	1
41	55	42	54	1
55	43	56	42	1
72	43	73	44	-1
69	45	70	44	1
50	64	51	63	1
