0	58	1	57	1
1	17	2	16	1
2	22	3	21	1
3	28	4	29	-1
31	4	32	5	-1
5	30	6	31	-1
29	6	30	7	-1
7	20	8	21	-1
8	70	9	69	1
14	10	15	9	1
10	53	11	54	-1
52	11	53	12	-1
75	13	76	12	1
13	75	14	74	1
15	68	16	69	-1
17	25	18	24	1
35	18	36	19	-1
26	20	27	19	1
22	34	23	33	1
34	24	35	23	1
25	37	26	36	1
27	32	28	33	-1
37	58	38	59	-1
38	44	39	43	1
39	81	40	80	1
79	41	80	40	1
48	41	49	42	-1
42	47	43	48	-1
44	0	45	81	1
45	78	46	79	-1
46	50	47	49	1
77	50	78	51	-1
51	63	52	62	1
67	55	68	54	1
55	64	56	65	-1
65	56	66	57	-1
72	60	73	59	1
60	72	61	71	1
76	61	77	62	-1
63	66	64	67	-1
70	73	71	74	-1
