0	60	1	59	1
1	64	2	65	-1
2	32	3	31	1
3	34	4	35	-1
33	4	34	5	-1
5	32	6	33	-1
9	6	10	7	-1
7	18	8	19	-1
19	8	20	9	-1
81	11	82	10	1
86	11	87	12	-1
12	26	13	25	1
22	14	23	13	1
14	24	15	23	1
24	16	25	15	1
85	17	86	16	1
82	17	83	18	-1
71	21	72	20	1
68	21	69	22	-1
57	26	58	27	-1
66	28	67	27	1
43	28	44	29	-1
29	44	30	45	-1
75	30	76	31	-1
35	55	36	54	1
73	37	74	36	1
37	49	38	48	1
47	39	48	38	1
39	47	40	46	1
49	41	50	40	1
41	51	42	50	1
51	43	52	42	1
52	45	53	46	-1
74	53	75	54	-1
55	72	56	73	-1
56	68	57	67	1
77	58	78	59	-1
60	79	61	80	-1
61	89	62	88	1
87	63	88	62	1
63	81	64	80	1
65	76	66	77	-1
69	84	70	85	-1
83	70	84	71	-1
78	89	79	0	-1
