0	56	1	55	1
1	39	2	38	1
2	63	3	64	-1
3	50	4	51	-1
4	33	5	34	-1
5	21	6	20	1
23	6	24	7	-1
7	14	8	15	-1
8	31	9	32	-1
9	25	10	24	1
25	11	26	10	1
11	28	12	29	-1
29	12	30	13	-1
13	27	14	26	1
15	22	16	23	-1
16	62	17	61	1
40	18	41	17	1
18	42	19	41	1
19	60	20	61	-1
32	21	33	22	-1
27	30	28	31	-1
34	66	35	65	1
35	44	36	45	-1
45	36	46	37	-1
37	53	38	52	1
39	48	40	49	-1
42	57	43	58	-1
43	71	44	70	1
46	71	47	72	-1
56	47	57	48	-1
49	62	50	63	-1
64	51	65	52	-1
72	54	73	53	1
54	0	55	73	1
67	59	68	58	1
59	69	60	68	1
69	67	70	66	1
