0	16	1	15	1
1	47	2	46	1
2	63	3	64	-1
3	57	4	56	1
71	4	72	5	-1
5	72	6	73	-1
73	6	74	7	-1
7	23	8	22	1
25	9	26	8	1
9	27	10	26	1
10	49	11	50	-1
11	18	12	19	-1
67	13	68	12	1
13	67	14	66	1
14	29	15	30	-1
16	0	17	77	1
17	29	18	28	1
19	41	20	40	1
20	35	21	36	-1
54	21	55	22	-1
60	23	61	24	-1
24	59	25	60	-1
48	28	49	27	1
30	44	31	43	1
44	32	45	31	1
32	46	33	45	1
64	34	65	33	1
69	34	70	35	-1
51	36	52	37	-1
37	52	38	53	-1
53	38	54	39	-1
50	40	51	39	1
68	42	69	41	1
65	42	66	43	-1
76	47	77	48	-1
55	70	56	71	-1
57	63	58	62	1
58	76	59	75	1
61	74	62	75	-1
