0	38	1	37	1
1	68	2	69	-1
2	41	3	42	-1
3	25	4	24	1
4	57	5	58	-1
56	5	57	6	-1
6	25	7	26	-1
7	67	8	66	1
8	40	9	39	1
38	10	39	9	1
10	0	11	75	1
11	64	12	65	-1
73	13	74	12	1
26	13	27	14	-1
14	27	15	28	-1
28	15	29	16	-1
55	17	56	16	1
58	17	59	18	-1
18	31	19	32	-1
19	45	20	44	1
45	21	46	20	1
34	21	35	22	-1
22	48	23	47	1
42	24	43	23	1
62	29	63	30	-1
51	31	52	30	1
43	32	44	33	-1
33	46	34	47	-1
50	35	51	36	-1
71	36	72	37	-1
67	41	68	40	1
69	48	70	49	-1
49	70	50	71	-1
59	53	60	52	1
53	61	54	60	1
61	55	62	54	1
63	73	64	72	1
74	66	75	65	1
