0	80	1	79	1
1	40	2	41	-1
2	38	3	37	1
3	71	4	70	1
4	23	5	24	-1
24	5	25	6	-1
6	44	7	43	1
7	26	8	27	-1
75	9	76	8	1
9	64	10	65	-1
10	47	11	48	-1
18	12	19	11	1
12	20	13	19	1
13	57	14	56	1
14	81	15	0	-1
80	15	81	16	-1
16	57	17	58	-1
20	18	21	17	1
21	61	22	60	1
22	72	23	71	1
25	45	26	44	1
76	28	77	27	1
65	29	66	28	1
52	30	53	29	1
30	54	31	53	1
78	31	79	32	-1
32	41	33	42	-1
33	37	34	36	1
69	34	70	35	-1
35	68	36	69	-1
59	39	60	38	1
39	59	40	58	1
67	42	68	43	-1
45	74	46	75	-1
63	47	64	46	1
48	51	49	52	-1
54	49	55	50	-1
50	55	51	56	-1
72	61	73	62	-1
62	73	63	74	-1
77	66	78	67	-1
