0	18	1	17	1
1	55	2	54	1
2	64	3	63	1
3	68	4	69	-1
4	40	5	39	1
40	6	41	5	1
6	68	7	67	1
7	64	8	65	-1
8	55	9	56	-1
9	18	10	19	-1
19	10	20	11	-1
11	20	12	21	-1
12	30	13	29	1
30	14	31	13	1
14	0	15	77	1
15	35	16	34	1
35	17	36	16	1
21	46	22	47	-1
43	22	44	23	-1
23	75	24	74	1
24	33	25	34	-1
32	25	33	26	-1
26	75	27	76	-1
44	28	45	27	1
28	46	29	45	1
76	31	77	32	-1
36	73	37	74	-1
37	53	38	52	1
38	60	39	59	1
41	58	42	59	-1
42	51	43	52	-1
56	47	57	48	-1
48	66	49	65	1
66	50	67	49	1
50	57	51	58	-1
53	73	54	72	1
69	60	70	61	-1
61	70	62	71	-1
71	62	72	63	-1
