0	52	1	51	1
1	37	2	36	1
2	18	3	17	1
3	20	4	21	-1
4	64	5	63	1
58	5	59	6	-1
6	59	7	60	-1
60	7	61	8	-1
8	61	9	62	-1
9	42	10	43	-1
10	31	11	32	-1
44	11	45	12	-1
33	12	34	13	-1
22	13	23	14	-1
14	23	15	24	-1
24	15	25	16	-1
55	17	56	16	1
39	19	40	18	1
19	41	20	40	1
56	21	57	22	-1
25	34	26	35	-1
45	27	46	26	1
66	28	67	27	1
28	38	29	37	1
38	30	39	29	1
65	30	66	31	-1
32	44	33	43	1
54	36	55	35	1
64	41	65	42	-1
46	53	47	54	-1
68	48	69	47	1
48	70	49	69	1
70	50	71	49	1
50	0	51	71	1
52	68	53	67	1
62	57	63	58	-1
