0.	0.	0.
1.	0.	0.
0.6240516139387989	0.9266406050988584	0.
0.630436818102869	0.058326225884294036	0.4959731525163529
1.1075179899298475	-0.7177080902152773	0.9084829047938817
1.586862233138755	-1.5481006736983363	1.192520320989022
1.168250648966783	-1.790621352173689	0.3173357335396728
0.6723731908401415	-1.5910449828864262	-0.5278120756298093
0.09451680896152916	-0.9901032001431338	0.024411588907915074
-0.2638300968976824	-1.1471559282511803	-0.8958720280575014
-1.249884295201486	-1.1366934600999439	-0.7297767097380871
-0.9465312134045271	-2.088868356791304	-0.7663809973979504
-1.4658355180798903	-2.635269082979152	-1.4234725325488984
-2.1248666486391143	-2.9234998365930083	-2.118167430777624
-2.400095218309349	-3.5141422299178284	-2.8767126157500176
-2.0590766858007847	-3.604767257590353	-1.941034538180036
-2.879099423996939	-3.5028892534871225	-2.504225075317538
-2.0396260699425928	-4.02191403949566	-2.6651528831741658
-2.090537533697629	-4.963416884630334	-2.9982901153498007
-2.4324964886536677	-4.096832313139124	-3.36173922262449
-1.7816063396128539	-4.543423862728067	-3.9756594142759525
-2.517667681647159	-5.2020680624299445	-3.819449558755477
-3.295355251717598	-5.248860072744883	-3.1925424275720578
-3.362194748717863	-5.669255036649809	-4.097418416845795
-2.551375618073195	-5.578814026878789	-4.675685449567023
-3.1823039614404274	-5.385573538517906	-5.427075853547497
-2.509410389463694	-5.016461809990872	-6.068145875195819
-2.9506048781163607	-4.627147331314528	-5.259578215766214
-2.836635397905938	-5.031827583416666	-6.166906629924579
-3.752237221540641	-5.266312975323307	-6.493540831347505
-4.0089927625441675	-4.606572691559902	-7.199812273601671
-4.1404288502668285	-4.522815066149347	-8.187592216215277
-4.585488440806145	-5.376534956608171	-8.457933314651987
-3.6477702275884982	-5.154539289062617	-8.190720896918654
-3.7075332092581736	-4.1831078340398165	-8.420393085514089
-3.769612846958962	-4.143699044392383	-9.417685954174773
-4.108955400352898	-4.292978133553841	-8.488943586779378
-4.917482554983041	-4.34095607186784	-9.075443337555825
-5.300760769590245	-5.005583627430493	-9.716823117868856
-5.671036210221534	-5.776801729528115	-10.234624949714053
-6.535281911123019	-6.233885672868883	-10.024497280871158
-6.9413359298704025	-5.349712988434787	-10.25549251450095
-7.534425401830345	-4.544584393430022	-10.25191148728125
-7.700647184657845	-4.975517914784274	-9.364969201060301
-7.027377603810183	-4.546189249640407	-8.762985007919797
-6.765990516868491	-3.7394488702855937	-8.233035245113316
-6.543780479334093	-3.713899825824296	-9.207699261862723
-6.678154054428333	-2.9664440463059143	-9.858278695891306
-7.614920152002997	-2.844239740045991	-9.530352811023603
-7.540839277524349	-2.3306516943371065	-8.675519878023595
-6.713078750504493	-2.8756013856307807	-8.541944641296382
-5.764827617809009	-2.892303148814994	-8.224862884570634
-6.518219356778181	-2.3159466197584675	-7.908296873971059
-7.0090342873989915	-3.184716900940351	-7.842426528482039
-6.35286051135365	-2.4316149783027203	-7.794745612488985
-6.7411323025549015	-1.804136619629353	-7.119826413211065
-6.148464029269252	-2.418426942258386	-7.640779114869214
-5.712405445474603	-1.7369737851415583	-7.05300832097546
-6.030127330375983	-0.790528377517772	-6.995615862912036
-6.642372896301789	-1.4854987940943003	-7.372672207624109
-5.985564263595485	-2.1868450419311043	-7.095695925881919
-5.042735098735215	-2.207548860264915	-7.428328632925689
-5.651842193062704	-1.4300182571241495	-7.584644687185845
-5.7417223938743405	-1.8419423215375956	-8.491419253800483
-6.608159223084924	-1.3812987475906977	-8.684019146762399
-6.8285463004320155	-2.269781425260989	-8.281492045043478
-6.458850947365069	-3.0625900001871518	-7.7969511185529985
-5.485173318500989	-2.8853117087022655	-7.94021410197098
-5.201956512725274	-2.750571175064296	-6.990670406546088
-4.319734113108389	-3.0889573376580453	-6.663289218052763
-3.84652722019935	-3.418145525313914	-5.846153749717671
-4.2606132599476805	-2.510705998328517	-5.774835753741516
-3.380580317622567	-2.0803933804728603	-5.573905240038833
-2.5710071034697766	-2.5423775483933073	-5.936067965229003
-2.5626945738931624	-1.5988632659074817	-6.267295531408647
-3.4379898488912137	-1.6204310028693276	-6.750403194656131
-3.8439729337853663	-2.5248963438617054	-6.61955908235696
-4.247983480990805	-1.7230293834969697	-7.059769095444105
-4.832631187350178	-2.5336603253842096	-7.027141875155964
-4.244584823901262	-2.8469638515017417	-7.772824364528506
-4.499657511762028	-1.886438987711442	-7.883864492176585
-5.326335123769014	-1.7198814086338512	-7.3464050065795465
-4.778916027275888	-1.0090753715099596	-7.7880916719690125
-5.0972871917371485	-1.7472824564295617	-8.382810177998627
-5.209257252785203	-1.9592004969647723	-9.353662097461429
-4.572922236211137	-2.6820901774578143	-9.622935669351387
-4.9405369673466115	-2.7561831114692135	-8.695913745887989
-5.779653799631095	-2.633591485677088	-8.165956922116008
-5.955801230650105	-2.921034218540345	-7.22449595220302
-5.55634359532512	-3.086256588755719	-6.322755875484141
-5.944548944402806	-2.335641827426767	-6.85742781884993
-5.066052286965777	-2.1296003006827133	-7.288462054298755
-6.003137288771978	-2.432263466146754	-7.46243535012647
-6.6357223094565505	-2.55040031412697	-8.227863254474626
-5.960461971934227	-2.5921366475567367	-8.964260942576022
-6.1965212472198745	-3.2331609486528605	-8.233943296646634
-5.626703246443124	-3.869237139578873	-7.713640956340696
-4.629241927737429	-3.8597577794529316	-7.643064335441823
-4.1595129535726905	-4.619163709214196	-7.192889564187831
-3.229338144156465	-4.400346469723971	-6.89811195372638
-3.0645234584486447	-4.6522663308446175	-7.851722200602961
-2.3212974081260844	-5.21986055137316	-8.20591401155365
-2.6138821342288434	-4.362902831983064	-8.630198874857893
-3.383962750127381	-4.9723345621542805	-8.441601920275204
-2.543182199544497	-4.770105753055276	-8.94378871274583
-2.295654102824688	-4.62734775088908	-7.985482919091317
-1.8642906785427191	-5.482462245853489	-7.697898502452507
-0.9893593805830629	-5.96654765289062	-7.685386806151788
-0.782552023271805	-5.9343936933562995	-8.663239985237583
-0.5868638327244766	-6.76043845187746	-9.191781553139322
-0.26980823686120786	-5.812071666326575	-9.200510195397696
0.042684044866090724	-4.862165635963319	-9.205716666407948
0.2755255357536099	-4.31186122324449	-8.403875102591591
-0.6434973902405755	-4.002683395115193	-8.648427616564232
-1.2843726334951453	-3.683263893275488	-9.346460641877421
-2.0325761826487097	-3.9185706155613227	-8.72612025508876
-1.717859929841362	-4.328920958863469	-9.58202111147968
-2.603354378588627	-4.2177167573041325	-10.033167658394653
-2.6730849463692916	-3.3809506335045523	-9.490065364182607
-3.0782905223540826	-3.89314142442158	-10.247342747240255
-3.5946840951759325	-3.038008994104899	-10.201667758800587
-2.81393207162068	-2.419890382561139	-10.293077056892121
-3.4285534618916693	-2.502745631693565	-9.508618291683542
-3.421172106181659	-2.867482485422464	-10.439699675408862
-3.8525861904713405	-2.1398967911146007	-10.97308597567821
