-26.	4.	0.
-25.	4.	0.
-24.	4.	0.
-23.	4.	0.
-22.	4.	0.
-21.	4.	0.
-20.	4.	0.
-19.	3.	0.
-18.	3.	0.
-17.	3.	0.
-16.	2.	0.
-15.	2.	0.
-13.5	0.5	0.
-12.	-1.	0.
-10.5	-2.5	0.
-9.	-4.	0.
-8.	-4.	0.
-7.	-4.	0.
-6.	-5.	0.
-5.	-5.	0.
-4.	-5.	0.
-3.	-6.	0.
-2.	-6.	0.
-1.	-6.	0.
0.	-7.	0.
1.	-7.	0.
2.	-7.	0.
3.	-7.	0.
4.	-7.	0.
5.	-7.	0.
6.	-7.	0.
7.	-7.	0.
8.	-7.	0.
9.	-7.	0.
10.	-7.	0.
12.1375	-7.	0.
14.275	-7.	0.
16.4125	-7.	0.
18.55	-7.	0.
20.6875	-7.	0.
22.825000000000003	-7.	0.
24.962500000000002	-7.	0.
27.1	-7.	0.
29.	-7.	0.
30.001344202803416	-6.887175604818207	0.
30.952476826029013	-6.5543599055608865	0.
31.8057041083643	-6.018241671106134	0.
32.51824167110613	-5.305704108364301	0.
33.05435990556089	-4.452476826029011	0.
33.387175604818204	-3.5013442028034145	0.
33.5	-2.5	0.
33.387175604818204	-1.4986557971965855	0.
33.05435990556089	-0.5475231739709887	0.
32.51824167110613	0.3057041083643006	0.
31.8057041083643	1.018241671106134	0.
30.952476826029013	1.5543599055608865	0.
30.001344202803416	1.8871756048182062	0.
29.	2.	0.
28.	2.	-1.
27.	1.	-1.
26.	1.	0.
25.	1.	0.
24.	1.	0.
23.	1.	0.
22.	1.	0.
21.	1.	0.
20.	1.	0.
19.	1.	0.
18.	1.	0.
17.	1.	0.
16.	1.	0.
14.5	-0.5	0.
13.	-2.	0.
11.5	-3.5	0.
10.	-5.	0.
9.	-5.	0.
8.	-4.	0.
7.	-4.	0.
6.	-4.	0.
5.	-4.	0.
4.	-4.	0.
3.	-4.	1.
2.	-5.	1.
1.	-5.	0.
0.	-5.	0.
-1.	-5.	0.
-2.	-5.	0.
-3.	-5.	1.
-4.	-6.	1.
-5.	-6.	0.
-6.	-6.	0.
-7.	-6.	0.
-8.	-6.	0.
-10.100000000000001	-6.	0.
-12.200000000000003	-6.	0.
-14.300000000000004	-6.	0.
-16.400000000000002	-6.	0.
