257	59	0	58	1
59	1	60	0	1
144	1	145	2	-1
77	2	78	3	-1
3	194	4	195	-1
67	5	68	4	1
196	5	197	6	-1
6	70	7	69	1
140	8	141	7	1
8	73	9	74	-1
9	191	10	190	1
10	62	11	61	1
11	82	12	83	-1
83	12	84	13	-1
13	150	14	151	-1
14	87	15	88	-1
15	210	16	211	-1
211	16	212	17	-1
17	89	18	88	1
89	19	90	18	1
19	91	20	90	1
151	20	152	21	-1
92	22	93	21	1
213	23	214	22	1
23	95	24	94	1
24	216	25	215	1
218	26	219	25	1
26	220	27	219	1
220	28	221	27	1
157	29	158	28	1
29	159	30	158	1
30	222	31	221	1
226	32	227	31	1
32	228	33	227	1
164	34	165	33	1
101	35	102	34	1
35	167	36	166	1
36	104	37	103	1
104	38	105	37	1
38	231	39	232	-1
232	39	233	40	-1
40	235	41	236	-1
106	41	107	42	-1
237	42	238	43	-1
43	110	44	111	-1
111	44	112	45	-1
45	112	46	113	-1
113	46	114	47	-1
118	48	119	47	1
48	247	49	248	-1
250	49	251	50	-1
50	251	51	252	-1
252	51	253	52	-1
52	177	53	178	-1
182	53	183	54	-1
54	185	55	186	-1
126	55	127	56	-1
56	127	57	128	-1
130	57	131	58	-1
189	60	190	61	-1
201	63	202	62	1
63	135	64	134	1
193	65	194	64	1
65	136	66	137	-1
137	66	138	67	-1
68	196	69	195	1
70	197	71	198	-1
71	138	72	139	-1
199	72	200	73	-1
74	142	75	141	1
142	76	143	75	1
76	144	77	143	1
78	133	79	134	-1
202	79	203	80	-1
80	203	81	204	-1
204	81	205	82	-1
84	147	85	148	-1
206	86	207	85	1
86	210	87	209	1
91	153	92	152	1
93	214	94	215	-1
154	96	155	95	1
96	160	97	159	1
160	98	161	97	1
98	224	99	223	1
224	100	225	99	1
100	230	101	229	1
102	166	103	165	1
236	106	237	105	1
107	170	108	171	-1
171	108	172	109	-1
109	239	110	238	1
114	239	115	240	-1
240	115	241	116	-1
116	243	117	244	-1
244	117	245	118	-1
248	120	249	119	1
120	250	121	249	1
121	178	122	179	-1
179	122	180	123	-1
123	180	124	181	-1
181	124	182	125	-1
186	126	187	125	1
128	188	129	187	1
188	130	189	129	1
131	256	132	257	-1
145	132	146	133	-1
135	192	136	193	-1
139	199	140	198	1
146	206	147	205	1
207	149	208	148	1
149	209	150	208	1
153	212	154	213	-1
216	155	217	156	-1
156	217	157	218	-1
161	223	162	222	1
225	163	226	162	1
163	229	164	228	1
230	168	231	167	1
168	234	169	233	1
234	170	235	169	1
241	172	242	173	-1
173	242	174	243	-1
245	174	246	175	-1
175	246	176	247	-1
253	176	254	177	-1
183	254	184	255	-1
255	184	256	185	-1
200	192	201	191	1
